User Speed (m/s),User Direction (degrees),Handover Events,Distance from Base Station (m),Signal Strength (dBm),SNR (dB),BER,PDR (%),Network Congestion,Throughput (Mbps),Latency (ms),Retransmission Count,Power Consumption (mW),Battery Level (%),Transmission Power (dBm),RF Link Quality,Modulation Scheme_16-QAM,Modulation Scheme_64-QAM,Modulation Scheme_BPSK,Modulation Scheme_QPSK
0.6155901048371342,0.7748489284597173,0.25,0.8290878238270158,0.4377103220408558,0.818203357572206,0.08127044572087697,0.07481159884845212,0.0,0.4857442456533153,0.860977101171556,0.2222222222222222,0.5261535189953014,0.9963352806495059,0.8536757417896635,0.0,0.0,0.0,1.0,0.0
0.8616597060933355,0.6651191756667929,1.0,0.7978232570272052,0.042397840607609094,0.1741954344198817,0.10565648097083331,0.666872642994919,1.0,0.5127257904863513,0.2585805322996911,0.7777777777777777,0.6338816436630735,0.5575547046302236,0.9959019241072344,0.0,1.0,0.0,0.0,0.0
0.6258542545421789,0.6985451759029926,0.75,0.9343836836637602,0.3731902497521633,0.03201483300314495,0.3575493422870509,0.9208306118467877,0.0,0.4075307161194908,0.7319543241153407,0.2222222222222222,0.6822100451664826,0.9401938843585662,0.14108409045532289,0.0,0.0,0.0,1.0,0.0
0.0690455989017062,0.9337349334534729,0.25,0.5133057922118437,0.5750836643195034,0.7173370753355323,0.7121192739823553,0.44643993981186436,1.0,0.9277771971908815,0.34456647155713616,0.1111111111111111,0.4042423525520519,0.5851604031204369,0.25006337233358356,0.5,0.0,0.0,1.0,0.0
0.8988067683298903,0.7180165434476847,0.25,0.995623003881408,0.6127032806369113,0.7169850756086857,0.6323578526445677,0.9897404281761091,0.5,0.605587493448277,0.8691557611119902,0.4444444444444444,0.9433411359033921,0.7164138726132129,0.520709340330705,0.5,0.0,0.0,1.0,0.0
0.0769641913806198,0.6394992160329411,1.0,0.6698933632640653,0.696585170047876,0.9618053609173377,0.8043093491592929,0.8388696164779357,0.5,0.6437744864698938,0.3452355567725161,0.3333333333333333,0.595490479773552,0.12353440150987502,0.48015422936803087,1.0,0.0,1.0,0.0,0.0
0.7047499626065308,0.10075519432217953,0.75,0.6830212201813138,0.7893310206979659,0.7820417329040908,0.9164151521099754,0.2325039873348147,0.0,0.27626658700260126,0.409574013660833,1.0,0.5989992484389642,0.418047403954476,0.20111449384678767,0.0,0.0,1.0,0.0,0.0
0.1340429971716639,0.11251191930946779,1.0,0.08879276120768136,0.5460389755736637,0.5180262871664467,0.35574992798974125,0.8997525660521151,0.5,0.17875299876858158,0.8817358481052632,0.5555555555555556,0.6187034583264814,0.18163077074120265,0.17474648832093462,0.5,0.0,0.0,1.0,0.0
0.6341804929737205,0.5121662850721017,0.5,0.8658727047752395,0.23982872421298906,0.9459933632650176,0.742377323003489,0.42480216718702346,0.0,0.02483149287960988,0.2977510000067303,1.0,0.4409529250730352,0.3193883088802094,0.9745101468826468,0.0,1.0,0.0,0.0,0.0
0.8587472584019704,0.3217858663809668,1.0,0.46763302613677754,0.057284576217047745,0.4433600787912051,0.8331359879097172,0.6291076438539198,0.0,0.6987520972386696,0.8226431569524342,0.5555555555555556,0.9923589795596981,0.205264240989597,0.7848496892304239,0.0,1.0,0.0,0.0,0.0
0.044998414280033254,0.6124412276245572,0.0,0.7487661838419873,0.5495072140660577,0.1822945814401928,0.9373134234956588,0.3275508177347668,0.5,0.0040941419781760705,0.011962067960143184,0.4444444444444444,0.6839084619956347,0.3572673598209519,0.7167690469641282,0.0,0.0,0.0,0.0,1.0
0.027848792537679076,0.3783507215346787,0.25,0.37348768271429583,0.5743914663246523,0.12921397113096125,0.0008092555656346243,0.6467364256921337,1.0,0.8031974751393056,0.6679085322515179,0.4444444444444444,0.31962430382246054,0.4679621733142108,0.4829530102964419,0.0,0.0,0.0,0.0,1.0
0.48958504466124136,0.7607638629650524,0.75,0.564950407794193,0.1701915541447525,0.9530315174506087,0.7067372939973181,0.1144020996816828,1.0,0.9080985109799004,0.35610001802193386,0.4444444444444444,0.9673123811727558,0.2427480684581001,0.3339829235278181,0.0,0.0,0.0,0.0,1.0
0.3065112904572856,0.5921858805183422,0.5,0.8234709018223272,0.28803826982472747,0.6975416749958573,0.4526569790922886,0.37642275700382144,0.5,0.9961734563082156,0.5624647190499824,0.6666666666666666,0.6822008756958172,0.7663448938047426,0.9425045318362631,0.0,0.0,0.0,1.0,0.0
0.6798085354956348,0.71936394397447,0.0,0.011939008070426025,0.5688359274242882,0.02654606595687184,0.183231666791975,0.6529198354462868,0.5,0.3685780308603255,0.8636634806577177,0.3333333333333333,0.4132138364215264,0.3841072367949979,0.2393557168490435,0.0,1.0,0.0,0.0,0.0
0.3383553346704357,0.6194077838735478,0.5,0.1802896214438951,0.501413425534277,0.068288961645152,0.32860097226540863,0.4845336518116363,1.0,0.31490436455697135,0.5668253195369664,0.4444444444444444,0.7777966925551221,0.3636857981493221,0.17699693880419717,0.0,1.0,0.0,0.0,0.0
0.051685279894057065,0.7838779564034395,0.5,0.15014261111315713,0.19962927011229015,0.9488933704803905,0.08784776793733473,0.3180788182030023,1.0,0.3750257251681615,0.707201420367865,0.3333333333333333,0.6370637962819489,0.36122754613513386,0.1079749775186415,0.0,0.0,0.0,1.0,0.0
0.1946681019866722,0.003779533381193836,0.25,0.3918570416209743,0.7546601205495133,0.9480703742446875,0.0412585423343756,0.07805466510238168,1.0,0.6287937993218812,0.7447655761840108,0.1111111111111111,0.8870604181749068,0.14623575248928974,0.06275787437777537,0.0,0.0,1.0,0.0,0.0
0.9467231785315599,0.031959135224116475,0.0,0.3313483776570709,0.9275496423897497,0.11101276113163358,0.3931730654215635,0.0037521453363347224,0.5,0.6210426067549606,0.07325043602178516,0.2222222222222222,0.18348778983012143,0.7727135455647445,0.1000499770562116,0.0,1.0,0.0,0.0,0.0
0.6489445160874211,0.30988219023296476,1.0,0.05543185257364025,0.6832879649395095,0.6769463971612624,0.3128912161881943,0.0929224634624004,1.0,0.8655945178226744,0.21367406427526867,0.3333333333333333,0.33882298439138897,0.4937249550764568,0.8586170828477349,0.0,1.0,0.0,0.0,0.0
0.8024212269214851,0.3364548225229707,0.25,0.5419604922620315,0.38011380738422473,0.966016923910861,0.1484119082637403,0.3150054179327155,1.0,0.1524320953235249,0.5855575582504357,0.6666666666666666,0.17298616589233734,0.4467399518696806,0.5029063468503664,0.0,0.0,0.0,0.0,1.0
0.7934829691022991,0.2617618902600832,0.0,0.9758991668500246,0.703083949256717,0.9739745543094679,0.6587132221409209,0.3599779563718941,0.0,0.4961415112186681,0.20828566431434747,0.2222222222222222,0.34364416992015306,0.40656679140079083,0.8547399055030741,0.0,0.0,0.0,1.0,0.0
0.3806179621298935,0.9831379875193504,0.5,0.3192742472973479,0.7972757644570103,0.703253374740463,0.854030982948025,0.3668547600636758,1.0,0.056767575763125785,0.28270642882843844,0.1111111111111111,0.401940855402906,0.08213728019785121,0.31960880960079086,0.0,0.0,1.0,0.0,0.0
0.5985217918877055,0.11002514806187742,0.75,0.6289419915251048,0.5904760435951326,0.11803046447531954,0.20615810572345084,0.2071731554581322,0.0,0.19267796002518797,0.8540819798235488,0.2222222222222222,0.16810001341490743,0.6780473016887074,0.9244119440176596,0.0,0.0,0.0,0.0,1.0
0.06027347361305392,0.2257353772150453,0.5,0.5148986442418476,0.6806759638562551,0.28302091810475927,0.9611609176046164,0.09461859147579399,0.5,0.45098585702573896,0.972891183000275,0.0,0.10499339821527491,0.9630569586151282,0.24165569558478303,0.0,1.0,0.0,0.0,0.0
0.3466144244828313,0.031139135129137463,0.0,0.3004230804735401,0.26933350744211104,0.7498063413205924,0.7041756840792808,0.635095158591565,0.0,0.42438371606393255,0.9547386752914837,0.5555555555555556,0.14778924783438846,0.5175314189258736,0.48677233002933923,0.0,0.0,0.0,1.0,0.0
0.316351510128653,0.2453608467750228,0.25,0.7545342845048748,0.1588273232112205,0.9890539575837539,0.11767335283562003,0.05222537498932778,1.0,0.6469760834558759,0.13542601339586186,0.3333333333333333,0.184629370110171,0.13704007178744415,0.6613122431325135,0.0,0.0,0.0,0.0,1.0
0.8421694974192492,0.038781358995279916,0.0,0.5052483998362174,0.8183103161116627,0.1362353319867721,0.8953800125392957,0.3353482563680086,0.5,0.6246966194060903,0.134209639150987,1.0,0.27801597837760367,0.7882299464744384,0.7852601141727348,0.0,0.0,0.0,0.0,1.0
0.5788339286891481,0.5184368205513363,0.75,0.8022316977725612,0.4168538741151657,0.41926331406936956,0.5899149820607494,0.5402504554814918,0.0,0.8033702202370708,0.2870165777357874,1.0,0.7122705236556044,0.04233887251525894,0.9626934340604504,0.5,0.0,0.0,1.0,0.0
0.17534285164458288,0.8187561958329588,0.75,0.6163057879299955,0.07767528147029479,0.5358030948314354,0.3109099420564951,0.10462342579798833,1.0,0.7651333237292705,0.6274868181486101,0.4444444444444444,0.13282001293716156,0.13543616269237982,0.3810318013513376,0.0,0.0,0.0,1.0,0.0
0.3626547683322527,0.9932951166337854,0.0,0.2983394025363653,0.5755034484984747,0.4207038590270137,0.8874849763169073,0.7812209967003036,0.0,0.7266091728840947,0.8735649933442872,0.2222222222222222,0.8296468314205782,0.8989064498544537,0.12928303912875572,0.5,0.0,1.0,0.0,0.0
0.14730723144690994,0.022463802510832246,0.5,0.9900068505976944,0.984358015737292,0.03572816946981719,0.8568685922005551,0.4635458466170179,0.5,0.5483230425197626,0.8650762341039812,1.0,0.7184752324491839,0.8661127931598265,0.4394956726042448,0.0,1.0,0.0,0.0,0.0
0.3712104252367599,0.12028400819662402,1.0,0.4090709431840565,0.4073555693790296,0.27753731560965367,0.46323762928056544,0.2694038523957243,1.0,0.6402838122028192,0.015173121096821139,0.8888888888888888,0.8671259194988138,0.5185794446055435,0.05677755286493855,0.0,0.0,1.0,0.0,0.0
0.01210039753015761,0.5270529729450054,0.5,0.589141471313406,0.9406210022381735,0.7666628898393331,0.27639350318440453,0.981362973378604,0.5,0.03224250455688847,0.5155103958623288,1.0,0.1354239990067952,0.9344400830976689,0.0809887228672047,1.0,0.0,0.0,1.0,0.0
0.2111763855232275,0.20377616175686694,1.0,0.7010444101571381,0.5743030726148133,0.6068353392139149,0.35348009753347803,0.03408325690252734,1.0,0.7580835532021015,0.9365585489270183,0.7777777777777777,0.27164024786630553,0.22528741725970836,0.3047035500765359,0.0,1.0,0.0,0.0,0.0
0.21608332580963835,0.5657133448274281,0.5,0.7212521411442425,0.818456865843521,0.8196431151723033,0.574661697041583,0.014010645352531936,1.0,0.7501649343943543,0.14580357276064318,1.0,0.5559864720854744,0.43855901955164733,0.698834374992548,0.0,0.0,0.0,0.0,1.0
0.8083463674948907,0.70119687181979,0.0,0.015167473241572164,0.23324383866400966,0.3369256504506182,0.45941423455920327,0.03563863185519178,0.0,0.7672677105818023,0.2134519257226785,0.2222222222222222,0.25203898688845167,0.3267130910760242,0.3004297130849301,0.0,0.0,0.0,0.0,1.0
0.3217529378705298,0.4518336094900529,0.25,0.6702872159705634,0.5971732335042788,0.3897196748315901,0.4815378702478761,0.9211551572455003,0.0,0.765769460667009,0.2570946266525833,0.6666666666666666,0.9675620105569807,0.02559020269085916,0.20489898117544875,0.5,0.0,1.0,0.0,0.0
0.840036910393452,0.9765603063152265,0.75,0.7209821792567483,0.9194820162289418,0.376743233693156,0.3413987834805365,0.1961102510953816,0.5,0.5193510497314026,0.6769459234878348,0.7777777777777777,0.10483906511108264,0.905486525308811,0.3445361308690885,0.0,0.0,0.0,0.0,1.0
0.24866634818300148,0.9479435366300284,0.25,0.8155571820174535,0.22143190103033805,0.9695861427426741,0.41580641766986026,0.5652984755065931,1.0,0.18127992308383428,0.07251600946321163,0.4444444444444444,0.40043111519125385,0.2904142705878852,0.94784964240341,0.0,0.0,0.0,0.0,1.0
0.6897178667536641,0.6157132756095294,0.75,0.3642351731260267,0.06447397398816324,0.9622040209952233,0.020194769497376173,0.37125497962771803,0.5,0.817396460304249,0.27211843221772497,0.8888888888888888,0.0832585262260183,0.6839034992694241,0.015955352553096817,0.0,0.0,0.0,0.0,1.0
0.9803091136374608,0.3624391482368377,0.0,0.27650807938281613,0.6742612519362884,0.18909750909583897,0.8002988206922381,0.724180868024936,0.5,0.6574119769230382,0.07934902930029883,0.3333333333333333,0.581088264669852,0.5051659146319356,0.08939523269307985,0.0,0.0,0.0,1.0,0.0
0.4113067624673812,0.10384342770508702,0.75,0.7238557389842036,0.3247941714196736,0.09817698213066564,0.9233993727161449,0.6481886558926271,0.0,0.7970410427027833,0.20734691997880858,0.2222222222222222,0.8660544102294891,0.6350422732057447,0.8057523143107579,0.0,0.0,0.0,1.0,0.0
0.9374924391358906,0.8030843773025721,1.0,0.6196147000418029,0.32734558538793923,0.2610383338579352,0.5401195703568462,0.12695031113644273,0.0,0.22597153574204182,0.9257991845363681,0.6666666666666666,0.5216998339096621,0.6167165046217752,0.838750268334955,0.0,1.0,0.0,0.0,0.0
0.8193315348206006,0.823055377309978,0.5,0.8073263487188665,0.8128015267501235,0.5571976368202836,0.3389611582952913,0.08590590121426023,0.5,0.08096477868513446,0.704498554224944,0.7777777777777777,0.8288174970689189,0.736203151598269,0.42683398678562295,0.0,0.0,0.0,0.0,1.0
0.46681871284373644,0.6506004401600504,0.5,0.9529292718525126,0.676052916128353,0.36796463155242376,0.5481604591934471,0.26550567933225877,0.5,0.48621617976773224,0.1520623574192776,0.7777777777777777,0.2596931042568662,0.6305260336032288,0.7101186647641526,0.0,1.0,0.0,0.0,0.0
0.1092847010455396,0.9468443536392531,0.25,0.38291134827572154,0.3554327074293915,0.4330480857126682,0.15153593112414124,0.3396242462365002,1.0,0.09108894073034933,0.5918471084184028,0.7777777777777777,0.8328592718212747,0.5429768670799839,0.17313385243353255,0.0,0.0,1.0,0.0,0.0
0.692817979261895,0.9692926844002231,0.5,0.5526381752268672,0.06846491360659335,0.8804269936334937,0.4401731761910315,0.13048521170080218,0.0,0.4479564492341503,0.7668859199715522,0.7777777777777777,0.4947709021490886,0.8430891626838899,0.7645882070599905,0.0,0.0,1.0,0.0,0.0
0.24075184884434625,0.19367704762383467,0.75,0.500175924453309,0.6717162668657102,0.28532743264455196,0.7622996002720668,0.28813990501252196,0.0,0.9829426014589081,0.9548405297109772,0.0,0.26348309864955455,0.740264070096425,0.9294539207640895,0.0,0.0,0.0,1.0,0.0
0.17333363872658764,0.9593444189723683,0.75,0.8566126397293368,0.6986699892294231,0.21148404220663428,0.9602468761271119,0.04636938323531181,1.0,0.7815088707474344,0.06699788249956626,0.7777777777777777,0.2995628326924415,0.27231305926313965,0.4614261410752971,0.0,0.0,0.0,1.0,0.0
0.39914101496626025,0.5861312108647136,1.0,0.801440501792219,0.6404522335765754,0.4673787925653057,0.966578751682235,0.4320559989341304,0.5,0.6135723630086278,0.4021282935831629,0.5555555555555556,0.4893017583118333,0.8955455343154594,0.9209317251067443,0.5,1.0,0.0,0.0,0.0
0.8906344983255796,0.22271837716824583,0.0,0.31877770133284167,0.702976314942685,0.48577140064456414,0.9192218181728934,0.39019822965751105,0.5,0.700421648426316,0.26889162598593563,0.5555555555555556,0.8263579048034873,0.37219596741164945,0.1641146282752425,0.0,0.0,0.0,1.0,0.0
0.6484970058293579,0.6179801882109172,0.5,0.7923581082951995,0.45992847510332013,0.48713604520725673,0.281803243482342,0.6519631641017154,0.5,0.9056562902667092,0.28598300214442685,0.7777777777777777,0.3998677232187783,0.2078447092693424,0.806599783293554,0.5,1.0,0.0,0.0,0.0
0.8101509387077783,0.26647074379607816,0.5,0.642691654340875,0.8732644662523804,0.8447864549000604,0.054575838537684405,0.36533732254815177,1.0,0.08529115681137235,0.7695414294739835,0.5555555555555556,0.225583947393328,0.8308734738016742,0.8244178258250211,0.0,1.0,0.0,0.0,0.0
0.3201320727697064,0.34818981024605544,0.0,0.8867644572161975,0.38402341368199355,0.7982362535714194,0.42515269654978693,0.7514283843471237,0.5,0.6417825821614578,0.9014647539800492,0.0,0.9449015368273614,0.21114080084006748,0.829036625942696,0.5,0.0,0.0,1.0,0.0
0.7351303126263072,0.6716830205891549,0.75,0.7069761340744903,0.29065676669179785,0.16921945458657453,0.79605697610469,0.513799609595031,0.5,0.7769245667522293,0.72133090798073,0.1111111111111111,0.49365254416116355,0.8523547055252909,0.23008500769316872,0.0,0.0,1.0,0.0,0.0
0.47359935598771474,0.9488363439578491,0.25,0.6450415709350258,0.5076865770553298,0.938710794177486,0.7157207872127453,0.2571342347678176,0.0,0.37095330515194275,0.6610684040351523,0.6666666666666666,0.20819958156213003,0.15885251568186298,0.984471887839182,0.0,0.0,1.0,0.0,0.0
0.3877511545993848,0.7510274779523667,0.5,0.423145322385974,0.8910002645841303,0.035613243956706564,0.9652510164214818,0.5848278253718198,1.0,0.8610062075829967,0.2252622579708484,0.1111111111111111,0.018471990300840277,0.29859431005551895,0.31014041256543484,0.0,0.0,0.0,0.0,1.0
0.03892977242339991,0.23142262191003646,0.75,0.35569445951961615,0.4457660922657116,0.4309999137071031,0.9349578188426653,0.9380635926231349,0.0,0.24306463335577405,0.30412438118102453,0.1111111111111111,0.4544985737584939,0.658107697198311,0.6367783475527597,0.5,0.0,1.0,0.0,0.0
0.35547743059815207,0.32018208087716143,0.5,0.25922408190898744,0.7354054105353216,0.7345651236608701,0.792642652525137,0.19205218073247177,0.5,0.10314134461187474,0.6674135330205376,0.2222222222222222,0.16580521860689046,0.7738963952878832,0.27662268171235194,0.0,1.0,0.0,0.0,0.0
0.5608315230420909,0.36524111292860373,0.0,0.5058395270208591,0.5140799766664843,0.13417745571467368,0.9024559680185661,0.38917147325628343,0.0,0.0706225086703398,0.7660865286516517,0.4444444444444444,0.5037308191309254,0.43015810537138394,0.23274965220336347,0.0,0.0,0.0,0.0,1.0
0.4008692662384347,0.7184087616483326,0.75,0.257399602387697,0.5306672187996009,0.6229481949804829,0.2826187542877689,0.46508641433557396,0.0,0.6234445317408699,0.8503493873709969,0.3333333333333333,0.4244017430183593,0.9416473183672734,0.6439206804176729,0.5,0.0,1.0,0.0,0.0
0.6518197356090668,0.6931279543662657,0.75,0.9161987443721572,0.04691281841318973,0.47265565156611977,0.7750783954196712,0.2327508931558162,1.0,0.07819779456705132,0.5614836510672361,0.0,0.8502698152045087,0.23798277712515575,0.20713774789105016,0.0,1.0,0.0,0.0,0.0
0.22671141189135394,0.36617597040606664,0.5,0.1950052488982378,0.01012836905291259,0.8531564262681485,0.09587299476401064,0.5346316266699671,1.0,0.2701585509115895,0.35277088322780964,0.7777777777777777,0.8632622869094742,0.3326156622394131,0.23209011191044024,0.0,0.0,0.0,0.0,1.0
0.04316096485585262,0.06088605977562836,0.75,0.9563200604379313,0.22023122287550345,0.8400220958325283,0.8524267000082206,0.5956552483700619,0.5,0.619314194013062,0.9799327905085997,0.3333333333333333,0.8048690382655804,0.40870218326793173,0.45600179393870394,0.0,0.0,0.0,0.0,1.0
0.7547531076617545,0.8674824211114261,0.25,0.4000281597041351,0.4307572355724236,0.8036005304544961,0.32924332336331813,0.3198739378608597,0.5,0.9798241775922708,0.0700557830185719,0.7777777777777777,0.08363904614815261,0.6646137862965222,0.046938717808540725,0.0,0.0,0.0,1.0,0.0
0.2253715457465805,0.5379338942831171,0.5,0.7567752930043895,0.3296468793648879,0.7227055252278145,0.18100670597995622,0.3964602800005381,0.0,0.3625816214961377,0.39294657315791987,0.4444444444444444,0.6054454792271995,0.09880908002498306,0.771382083248601,0.0,1.0,0.0,0.0,0.0
0.16979618386785497,0.7505190181738114,0.75,0.7006349217753958,0.165806250018399,0.3037555346911278,0.047984497098164006,0.15908554630136273,0.0,0.8946093811490732,0.11613045099538744,0.1111111111111111,0.7819734924743986,0.1405958846563365,0.11488407731951293,0.0,0.0,0.0,0.0,1.0
0.9750681598602943,0.24320489154198574,0.5,0.8889267221454843,0.5659689053592114,0.030931035317763422,0.11933217226391436,0.4143663718629782,0.5,0.10802490813597439,0.2434568176438408,0.3333333333333333,0.8593164551827142,0.39061026859527476,0.37865065894770206,0.0,0.0,0.0,1.0,0.0
0.1322959702609074,0.5170671059966384,0.0,0.8129668795909363,0.553297694170638,0.27413619002948253,0.31020291630984625,0.009735501244710232,0.5,0.768512552702845,0.23939471245350494,0.3333333333333333,0.43407528354589886,0.9977303892588586,0.025062212995435294,0.0,0.0,1.0,0.0,0.0
0.7160238133388992,0.3569131223283971,0.5,0.8829892930705202,0.6078650937021632,0.8174875278913144,0.7646917926784478,0.5849631488131253,0.5,0.5718937503121424,0.6997396384182881,0.5555555555555556,0.06014099033642749,0.06436033743222377,0.2861150309941316,0.5,0.0,0.0,0.0,1.0
0.38430804998944806,0.3048750467892525,1.0,0.16942714756046307,0.7663035370306105,0.9760050080668751,0.901997580950276,0.29080089453823765,0.0,0.21875741744301794,0.7465664901370931,0.8888888888888888,0.56197611555229,0.6061648146954713,0.38250379040581195,0.0,1.0,0.0,0.0,0.0
0.6441342953560953,0.716815990829049,0.25,0.6487859822415584,0.08613124345128531,0.9813514969675882,0.161767961606089,0.04684208555646552,0.0,0.569087220140902,0.41433191574496653,0.6666666666666666,0.8651230526996729,0.29591542511803137,0.9039869822156863,0.0,0.0,0.0,0.0,1.0
0.25308910460992573,0.39289745256208225,1.0,0.15925982121834648,0.35910110025040987,0.030328371224381145,0.9064226741610505,0.012387930153340498,0.5,0.5467465514778731,0.7636520908142818,0.1111111111111111,0.30183455034842094,0.8114195032109371,0.8837078901734208,0.0,1.0,0.0,0.0,0.0
0.5396382904846977,0.5938476405552233,0.5,0.8075108400509379,0.20887364545539722,0.8600260092571693,0.7470206540762524,0.48671977558741153,0.0,0.38436187830914703,0.04961046899095569,0.0,0.041401271365521006,0.9751090722717218,0.8882202733683796,0.0,0.0,0.0,1.0,0.0
0.7835166719127276,0.6154991399048338,0.0,0.4297340819863679,0.19096200611025882,0.6545810077171204,0.9083891646017266,0.6900101928903271,0.0,0.6148740237723181,0.005198335492836256,0.0,0.5762185218632057,0.004642898666120894,0.629767569430102,0.0,0.0,0.0,1.0,0.0
0.09379246287183939,0.28929875580104286,0.75,0.5069166159089699,0.8740376107648998,0.20643026386203375,0.7252849562808626,0.3036472077610979,1.0,0.345312626111775,0.6514996640161136,0.3333333333333333,0.4699917026384238,0.18899160307952997,0.04962802512176206,0.0,0.0,1.0,0.0,0.0
0.8516636792961902,0.757151040063663,1.0,0.9432196228052967,0.2553868296466064,0.09126254610567722,0.05962959032671517,0.56213862384068,0.5,0.05075921293059403,0.43296581315465066,1.0,0.4275335328896879,0.5349124779669114,0.19261991668158465,0.0,0.0,1.0,0.0,0.0
0.0767689942597162,0.15741189254839597,0.5,0.22518374725335558,0.6978744092374948,0.08594358990341308,0.11013501438804583,0.07394018818624803,1.0,0.055055698345240406,0.45362369620270937,0.4444444444444444,0.9073187158062583,0.8923742464929957,0.8137898433829618,0.0,0.0,1.0,0.0,0.0
0.8493360572785823,0.2249571482013455,0.25,0.7433065669539595,0.20465093744760998,0.8294071410157552,0.09276830923101717,0.25284205336483034,0.5,0.42664393262234407,0.006179835630989245,1.0,0.8268960315687962,0.1374432669346121,0.2753616136328371,0.0,0.0,1.0,0.0,0.0
0.13303727198389814,0.9262429676896432,0.75,0.9008246807777416,0.4989381665923258,0.9509119646280254,0.4327014954010939,0.4792361982624116,1.0,0.03820617977096742,0.8922462036878104,0.3333333333333333,0.8489089164561686,0.08570404451459876,0.26633743514353764,0.5,0.0,0.0,0.0,1.0
0.05022914214102984,0.11339636869281346,0.75,0.20099754002926962,0.3129161914037639,0.2976341760595588,0.40678986797218997,0.44503646779044304,0.5,0.5323025487124132,0.12059882175841197,0.0,0.266134934522444,0.5423951574004701,0.6441909125237164,0.0,0.0,1.0,0.0,0.0
0.8928098154197003,0.7581389185354477,0.75,0.4962745112312797,0.8021863624930827,0.5435900732289015,0.2807860965452342,0.270593096063116,1.0,0.6787582959826677,0.442637535092897,1.0,0.9860046443381154,0.3054550491781589,0.2825559787459352,0.0,0.0,0.0,1.0,0.0
0.23301633782329004,0.1058016342537563,0.0,0.4568995478148895,0.7278504657274206,0.35565406056064497,0.26589747482526954,0.32852812312749613,0.5,0.165361714067033,0.4371732984024619,0.0,0.3101510630177098,0.36302689857562487,0.27657691979363336,0.0,0.0,0.0,0.0,1.0
0.8037622998538184,0.01791484765528855,1.0,0.9051779816952834,0.7706142502857839,0.9459758759132358,0.9109728409551908,0.24081472936831183,1.0,0.07866625264660253,0.42202425437903873,0.7777777777777777,0.5635286250245207,0.16889404542899472,0.8535946407928541,0.0,0.0,1.0,0.0,0.0
